,기준연도,학교종류,설립구분,지역,상태,학교,입학금,수업료,등록금,인문사회,자연과학,예체능,공학,의학,온라인,사립구분
201,2019,대학교,국립,충북,기존,충북대학교,,4272600.0,4272600.0,3511900.0,4348000.0,4449200.0,4609500.0,7477600.0,off,국공립
202,2019,대학교,사립,경기,기존,칼빈대학교,500000.0,7116500.0,7116500.0,6910500.0,,8201299.999999999,,,off,사립
203,2019,대학교,사립,서울,기존,케이씨대학교,410000.0,7025700.0,7025700.0,6217300.0,8800000.0,8054100.0,,,off,사립
204,2019,대학교,사립,경기,기존,평택대학교,571000.0,7491700.0,7491700.0,6700000.0,7840000.0,8712000.0,8200000.0,,off,사립
205,2019,대학교,사립,경북,기존,포항공과대학교,404000.0,5580000.0,5580000.0,,5580000.0,,5580000.0,,off,사립
206,2019,대학교,국립,경기,기존,한경대학교,,4062500.0,4062500.0,3605000.0,3968000.0,4244200.0,4232700.0,,off,국공립
207,2019,대학교,특별법법인,대전,기존,한국과학기술원,,6866000.0,6866000.0,6866000.0,6866000.0,,6866000.0,,off,국공립
208,2019,대학교,국립,충북,기존,한국교원대학교,,3182800.0,3182800.0,2874000.0,3473100.0,3799600.0,3600000.0,,off,국공립
209,2019,대학교,국립,충북,기존,한국교통대학교,,4105899.9999999995,4105899.9999999995,3719100.0,4136700.0,4437000.0,4237700.0,,off,국공립
210,2019,대학교,사립,경남,기존,한국국제대학교,318000.0,6385200.0,6385200.0,5549500.0,6772800.0,6809600.0,7082500.0,,off,사립
211,2019,대학교,사립,충남,기존,한국기술교육대학교,,4526200.0,4526200.0,3303000.0,,,4727500.0,,off,사립
212,2019,방송통신대학,국립,서울,기존,한국방송통신대학교,,755600.0,755600.0,732400.0,732000.0,,2183300.0,,on,국공립
213,2019,대학교,사립,경기,기존,한국산업기술대학교,450000.0,8995300.0,8995300.0,7900000.0,,9120000.0,9120000.0,,off,사립
214,2019,대학교,사립,서울,기존,한국성서대학교,270000.0,7075100.0,7075100.0,6720000.0,7940000.0,,7500000.0,,off,사립
215,2019,사이버대학(대학),사립,서울,기존,한국열린사이버대학교,250000.0,2161700.0,2161700.0,2171400.0,2121400.0,,,,on,사립
217,2019,대학교,사립,서울,기존,한국외국어대학교,678000.0,7130000.0,7130000.0,6946200.0,7711000.0,,8437000.0,,off,사립
218,2019,대학교,특별법국립,충남,기존,한국전통문화대학교,,3268400.0,3268400.0,2784300.0,3631000.0,3419000.0,3486200.0,,off,국공립
219,2019,대학교,국립,서울,기존,한국체육대학교,,3872200.0,3872200.0,,,3872200.0,,,off,국공립
220,2019,대학교,사립,대전,기존,한국침례신학대학교,459000.0,6000700.0,6000700.0,5651000.0,,7588300.0,,,off,사립
221,2019,대학교,사립,경기,기존,한국항공대학교,626000.0,8468000.0,8468000.0,6817200.0,8341900.0,,8838100.0,,off,사립
222,2019,대학교,국립,부산,기존,한국해양대학교,,3738200.0,3738200.0,3284000.0,4132300.0,3994000.0,3823000.0,,off,국공립
223,2019,대학교,사립,대전,기존,한남대학교,431000.0,7189400.0,7189400.0,6482300.0,7392000.0,8144800.0,8258500.0,,off,사립
224,2019,대학교,사립,경북,기존,한동대학교,612000.0,7131400.0,7131400.0,6622700.0,7748000.0,,7748000.0,,off,사립
225,2019,대학교,사립,강원,기존,한라대학교,420000.0,6942400.0,6942400.0,5860000.0,,7698000.0,7698000.0,,off,사립
226,2019,대학교,사립,전남,기존,한려대학교,294000.0,6530400.0,6530400.0,5293000.0,6857800.0,6300000.0,6300000.0,,off,사립
227,2019,대학교,사립,강원,기존,한림대학교,625000.0,7458600.0,7458600.0,6629500.0,8010200.0,8062000.0,8366900.0,10294000.0,off,사립
228,2019,대학교,국립,대전,기존,한밭대학교,,4450200.0,4450200.0,3821000.0,,4546800.0,4646200.0,,off,국공립
229,2019,대학교,사립,충남,기존,한서대학교,294000.0,7947100.0,7947100.0,7341200.0,7885200.0,8046700.0,8455200.0,,off,사립
230,2019,대학교,사립,서울,기존,한성대학교,558000.0,7694500.0,7694500.0,6819200.0,,8723300.0,8530000.0,,off,사립
231,2019,대학교,사립,경기,기존,한세대학교,641000.0,8088100.0,8088100.0,7122600.0,8228000.0,9485900.0,8830000.0,,off,사립
232,2019,대학교,사립,경기,기존,한신대학교,628000.0,7185500.0,7185500.0,6828500.0,7802000.0,7802000.0,8183200.0,,off,사립
233,2019,대학교,사립,서울,기존,한양대학교,663000.0,8477700.0,8477700.0,7074600.0,8497700.0,9300800.0,9260000.0,10822000.0,off,사립
234,2019,대학교,사립,경기,기존,한양대학교(ERICA) _분교,663000.0,8428300.0,8428300.0,7026000.0,8713000.0,9078000.0,9155800.0,,off,사립
235,2019,사이버대학(대학),사립,서울,기존,한양사이버대학교,300000.0,2782100.0,2782100.0,2771900.0,,2778400.0,2811200.0,,on,사립
236,2019,대학교,사립,전북,기존,한일장신대학교,312000.0,6256000.0,6256000.0,5730600.0,7000000.0,7212600.0,,,off,사립
237,2019,대학교,사립,경기,기존,협성대학교,480000.0,7339100.0,7339100.0,6586000.0,8433200.0,8568000.0,8568000.0,,off,사립
238,2019,대학교,사립,광주,기존,호남대학교,312000.0,6526900.0,6526900.0,5938400.0,6744000.0,6826100.0,6876000.0,,off,사립
239,2019,대학교,사립,광주,기존,호남신학대학교,297000.0,6591000.0,6591000.0,5760300.0,,7945300.0,,,off,사립
240,2019,대학교,사립,충남,기존,호서대학교,450000.0,7716800.0,7716800.0,6814100.0,7710300.0,8251600.0,8278000.0,,off,사립
241,2019,산업대학,사립,전북,기존,호원대학교,282000.0,6929100.0,6929100.0,5922500.0,7215700.0,7521000.0,7042900.0,,off,사립
242,2019,대학교,사립,서울,기존,홍익대학교,677000.0,8271000.0,8271000.0,6848000.0,6848000.0,8984000.0,8793900.0,,off,사립
243,2019,대학교,사립,세종,기존,홍익대학교 _제2캠퍼스,677000.0,8415900.0,8415900.0,6848000.0,,8984000.0,8796600.0,,off,사립
244,2019,사이버대학(대학),사립,부산,기존,화신사이버대학교,300000.0,2447600.0,2447600.0,2447600.0,,,,,on,사립
245,2020,대학교,사립,경남,기존,가야대학교(김해),240000.0,6740785.5,6740785.5,5905715.6,7201165.1,,,,off,사립
246,2020,대학교,사립,경기,기존,가천대학교,459000.0,8241328.6,8241328.6,7101494.1,8283820.9,9175040.5,9076000.0,9890000.0,off,사립
247,2020,대학교,사립,강원,기존,가톨릭관동대학교,308000.0,7178977.6,7178977.6,6157496.2,7484054.2,8214671.3,8135651.2,9850000.0,off,사립
248,2020,대학교,사립,충북,기존,가톨릭꽃동네대학교,150000.0,7089745.4,7089745.4,6618000.0,7796000.0,,,,off,사립
249,2020,대학교,사립,경기,기존,가톨릭대학교,457400.0,6936639.9,6936639.9,6122000.0,7457724.1,8562000.0,8284000.0,,off,사립
250,2020,대학교,사립,서울,기존,가톨릭대학교 _제2캠퍼스,457400.0,9262984.1,9262984.1,,8446189.7,,,10374000.0,off,사립
251,2020,대학교,사립,서울,기존,가톨릭대학교 _제3캠퍼스,457400.0,6122000.0,6122000.0,6122000.0,,,,,off,사립
252,2020,대학교,사립,서울,기존,감리교신학대학교,165400.0,6193000.0,6193000.0,6193000.0,,,,,off,사립
253,2020,대학교,사립,경기,기존,강남대학교,464000.0,7444701.0,7444701.0,6806000.0,,8789206.6,8638000.0,,off,사립
254,2020,대학교,국립,강원,기존,강릉원주대학교,,4255015.8,4255015.8,3488000.0,4301423.4,5092745.4,4616000.0,7966000.0,off,국공립
255,2020,대학교,국립,강원,기존,강릉원주대학교 _제2캠퍼스,,4290417.2,4290417.2,3488000.0,4298000.0,,4616000.0,,off,국공립
256,2020,대학교,국립,강원,기존,강원대학교,,4048529.9,4048529.9,3424903.4,4253563.1,4576903.2,4436000.0,5756000.0,off,국공립
257,2020,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,,4244633.6,4244633.6,3444787.3,4210056.7,4575053.6,4436000.0,,off,국공립
258,2020,대학교,사립,서울,기존,건국대학교,485000.0,8275415.7,8275415.7,6768993.3,8142586.8,9065564.5,9173096.2,10180000.0,off,사립
259,2020,대학교,사립,충북,기존,건국대학교(글로컬) _분교,485000.0,7958939.5,7958939.5,6731093.9,7958000.0,9013478.3,8982000.0,,off,사립
260,2020,대학교,사립,충남,기존,건양대학교,252000.0,6353942.6,6353942.6,5842228.0,7100000.0,6680000.0,7240000.0,,off,사립
261,2020,대학교,사립,대전,기존,건양대학교 _제2캠퍼스,252000.0,7199207.0,7199207.0,5710000.0,7067463.7,,7240000.0,9540000.0,off,사립
262,2020,사이버대학(대학),사립,대전,기존,건양사이버대학교,233000.0,2433666.7,2433666.7,2432141.9,2437852.7,,,,on,사립
263,2020,대학교,사립,경기,기존,경기대학교,286000.0,7283675.5,7283675.5,6444290.2,7922929.8,7974479.6,8326000.0,,off,사립
264,2020,대학교,사립,서울,기존,경기대학교 _제2캠퍼스,286000.0,7043036.6,7043036.6,6464000.0,,8326000.0,,,off,사립
265,2020,대학교,국립,경남,폐교,경남과학기술대학교 (폐교),,3776334.4,3776334.4,3443938.1,3735967.7,4102000.0,4014270.9,,off,국공립
266,2020,대학교,사립,경남,기존,경남대학교,140500.0,6478358.7,6478358.7,5667736.9,6515121.4,7470819.3,7500000.0,,off,사립
267,2020,대학교,사립,강원,기존,경동대학교,405600.0,6832184.0,6832184.0,6309816.1,8056857.1,8344000.0,8048000.0,,off,사립
268,2020,대학교,사립,강원,기존,경동대학교 _제3캠퍼스,405600.0,8173234.5,8173234.5,6333777.8,8427147.2,,,,off,사립
269,2020,대학교,사립,경기,기존,경동대학교 _제4캠퍼스,405600.0,7378697.1,7378697.1,6558845.2,8036800.0,8353070.1,8179194.6,,off,사립
270,2020,대학교,국립,대구,기존,경북대학교,,4500557.9,4500557.9,3566206.1,4540020.8,4680687.7,4662000.0,8074942.7,off,국공립
271,2020,대학교,국립,경남,기존,경상국립대학교,,4089971.9,4089971.9,3274353.3,4168629.7,4302787.0,4330000.0,8312888.9,off,국공립
272,2020,대학교,사립,부산,기존,경성대학교,200000.0,6537515.4,6537515.4,5444092.1,7147384.6,7365810.0,7489614.2,,off,사립
273,2020,대학교,사립,경북,기존,경운대학교,280000.0,7667432.4,7667432.4,6060000.0,7810000.0,7984223.6,8106888.0,,off,사립
274,2020,교육대학,국립,인천,기존,경인교육대학교,,3189000.0,3189000.0,3189000.0,,,,,off,국공립
275,2020,대학교,사립,경북,기존,경일대학교,280000.0,7362858.4,7362858.4,5777114.9,7660000.0,7961170.2,7660000.0,,off,사립
276,2020,대학교,사립,경북,기존,경주대학교,296000.0,6921763.8,6921763.8,6028000.0,7591145.0,8135663.6,7956000.0,,off,사립
277,2020,대학교,사립,서울,기존,경희대학교,474240.0,7935405.8,7935405.8,6356369.4,8537171.2,8458662.8,8580000.0,11312026.8,off,사립
278,2020,사이버대학(대학),사립,서울,기존,경희사이버대학교,233000.0,2800126.4,2800126.4,2801824.1,,,2745263.2,,on,사립
279,2020,대학교,사립,대구,기존,계명대학교,282000.0,7178261.4,7178261.4,5984532.8,7882608.7,8554596.1,8215224.2,9850000.0,off,사립
280,2020,대학교,사립,서울,기존,고려대학교,517343.8,8260969.4,8260969.4,7153972.7,8668486.9,8928153.8,9680000.0,12414000.0,off,사립
281,2020,대학교,사립,세종,기존,고려대학교(세종) _분교,515000.0,8346516.8,8346516.8,7120000.0,8823063.3,8402000.0,9680000.0,,off,사립
282,2020,사이버대학(대학),사립,서울,기존,고려사이버대학교,77000.0,2259973.8,2259973.8,2260280.6,,,2259395.1,,on,사립
283,2020,대학교,사립,부산,기존,고신대학교,223431.2,6613329.0,6613329.0,5796922.2,6916596.8,7431849.1,,9410000.0,off,사립
284,2020,교육대학,국립,충남,기존,공주교육대학교,,3424000.0,3424000.0,3424000.0,3424000.0,3424000.0,,,off,국공립
285,2020,대학교,국립,충남,기존,공주대학교,,3823973.5,3823973.5,3198000.0,3856042.2,4180803.2,4230000.0,,off,국공립
286,2020,대학교,사립,광주,기존,광신대학교,169000.0,5978974.2,5978974.2,5621361.5,,7072000.0,,,off,사립
287,2020,대학교,사립,서울,기존,광운대학교,495000.0,7827909.0,7827909.0,6827516.9,7498728.6,7506000.0,8532000.0,,off,사립
289,2020,대학교,특별법법인,광주,기존,광주과학기술원,,2060000.0,2060000.0,,2060000.0,,2060000.0,,off,국공립
290,2020,교육대학,국립,광주,기존,광주교육대학교,,3476500.0,3476500.0,3476145.6,3476432.9,3477221.5,,,off,국공립
291,2020,대학교,사립,광주,기존,광주대학교,195000.0,6557899.6,6557899.6,6085930.1,6984478.3,7003479.2,6966000.0,,off,사립
292,2020,대학교,사립,광주,기존,광주여자대학교,213000.0,6288870.9,6288870.9,5579924.0,6806883.2,6424000.0,,,off,사립
293,2020,대학교,사립,서울,기존,국민대학교,352000.0,7924202.3,7924202.3,6851604.1,7898291.5,8976652.5,8645766.9,,off,사립
294,2020,사이버대학(대학),사립,경기,기존,국제사이버대학교,155000.0,2540833.3,2540833.3,2432203.4,,3033846.2,,,on,사립
295,2020,대학교,국립,전북,기존,군산대학교,,3934275.5,3934275.5,3318000.0,3892483.3,4163509.4,4238000.0,,off,국공립
296,2020,대학교,사립,충북,기존,극동대학교,195000.0,7450117.1,7450117.1,6443276.3,7642020.7,7916098.8,8088797.8,,off,사립
297,2020,사이버대학(대학),사립,충남,기존,글로벌사이버대학교,233000.0,2444717.0,2444717.0,2440747.7,,2445762.7,2520000.0,,on,사립
298,2020,대학교,사립,충남,기존,금강대학교,273000.0,6564000.0,6564000.0,6564000.0,,,,,off,사립
299,2020,대학교,국립,경북,기존,금오공과대학교,,3770917.1,3770917.1,3400400.0,3536400.0,,3792400.0,,off,국공립
300,2020,대학교,사립,경북,기존,김천대학교,417000.0,7023471.3,7023471.3,6516104.1,7145158.5,7272000.0,7272000.0,,off,사립
301,2020,대학교,사립,충남,기존,나사렛대학교,300000.0,7134104.0,7134104.0,6591946.3,8056310.7,7932374.1,,,off,사립
302,2020,대학교,사립,광주,기존,남부대학교,222400.0,6507056.7,6507056.7,5807176.5,6555331.4,7056000.0,7056000.0,,off,사립
303,2020,대학교,사립,충남,기존,남서울대학교,240000.0,7835035.6,7835035.6,7033947.2,8845928.6,8498835.4,8300000.0,,off,사립
304,2020,대학교,사립,경기,기존,단국대학교,472000.0,8014715.6,8014715.6,6897272.4,8368000.0,9081027.0,8898379.7,,off,사립
305,2020,대학교,사립,충남,기존,단국대학교 _제2캠퍼스,472000.0,8194280.2,8194280.2,6776811.1,8695571.4,8453100.5,8828000.0,10322000.0,off,사립
306,2020,대학교,사립,경북,기존,대구가톨릭대학교,288000.0,7192712.4,7192712.4,5873916.0,7850668.6,8546708.1,7951407.7,9610000.0,off,사립
307,2020,대학교,특별법법인,대구,기존,대구경북과학기술원,,1750000.0,1750000.0,,1750000.0,,,,off,국공립
308,2020,교육대학,국립,대구,기존,대구교육대학교,,3604000.0,3604000.0,3604000.0,3604000.0,3604000.0,,,off,국공립
309,2020,대학교,사립,경북,기존,대구대학교,272000.0,6822456.6,6822456.6,5811872.0,7412894.2,8271928.6,8014000.0,,off,사립
310,2020,사이버대학(대학),사립,경북,기존,대구사이버대학교,155400.0,2406839.4,2406839.4,2407482.7,2406017.7,,,,on,사립
311,2020,대학교,사립,경북,기존,대구예술대학교,260000.0,8284135.2,8284135.2,,,8284135.2,,,off,사립
312,2020,대학교,사립,경북,기존,대구한의대학교,272000.0,7243604.3,7243604.3,5730164.3,7504610.9,7276000.0,7776000.0,9260000.0,off,사립
313,2020,대학교,사립,경북,기존,대신대학교,220000.0,6360344.8,6360344.8,5910000.0,,7216000.0,,,off,사립
314,2020,대학교,사립,세종,기존,대전가톨릭대학교,200000.0,5760000.0,5760000.0,5760000.0,,,,,off,사립
315,2020,대학교,사립,대전,기존,대전대학교,308000.0,7271332.2,7271332.2,6601540.5,7529247.0,7771142.9,7885133.5,9350000.0,off,사립
316,2020,대학교,사립,대전,기존,대전신학대학교,240000.0,5921924.5,5921924.5,5921924.5,,,,,off,사립
317,2020,대학교,사립,경기,기존,대진대학교,411000.0,7173690.6,7173690.6,6146000.0,7551613.7,8118000.0,8118000.0,,off,사립
318,2020,대학교,사립,서울,기존,덕성여자대학교,486000.0,7072002.4,7072002.4,6129497.8,8128582.3,8489308.8,8141820.9,,off,사립
319,2020,대학교,사립,서울,기존,동국대학교,532000.0,7939150.6,7939150.6,6938000.0,8383663.5,8842857.1,9160000.0,,off,사립
320,2020,대학교,사립,경북,기존,동국대학교(경주) _분교,465800.0,7836902.0,7836902.0,6938000.0,8382613.6,8739562.8,9136000.0,9749578.6,off,사립
321,2020,대학교,사립,서울,기존,동덕여자대학교,307000.0,7399429.9,7399429.9,6026000.0,7717691.3,8721750.4,,,off,사립
322,2020,대학교,사립,부산,기존,동명대학교,220000.0,6969629.9,6969629.9,5713382.9,7351475.3,7522169.5,7738000.0,,off,사립
323,2020,대학교,사립,부산,기존,동서대학교,225000.0,6818419.8,6818419.8,5796731.5,7584000.0,7340228.3,7582400.0,,off,사립
324,2020,대학교,사립,전남,기존,동신대학교,212000.0,6653626.3,6653626.3,5807576.9,6771126.2,6973428.6,7170000.0,8520000.0,off,사립
325,2020,대학교,사립,부산,기존,동아대학교,411320.0,6755433.7,6755433.7,5750880.6,6804693.9,7470080.6,7738403.3,9734000.0,off,사립
326,2020,대학교,사립,경북,기존,동양대학교,280000.0,7103981.7,7103981.7,5901118.1,7462000.0,8071056.9,7571969.9,,off,사립
327,2020,대학교,사립,부산,기존,동의대학교,240000.0,6608767.9,6608767.9,5415426.5,6580971.4,7043714.3,7408000.0,8082000.0,off,사립
328,2020,사이버대학(대학),사립,서울,기존,디지털서울문화예술대학교,234000.0,2692032.1,2692032.1,2687311.1,,2694803.7,,,on,사립
329,2020,대학교,사립,경기,기존,루터대학교,276000.0,6300000.0,6300000.0,6300000.0,,,,,off,사립
330,2020,대학교,사립,경기,기존,명지대학교,457000.0,9117673.4,9117673.4,,8240000.0,9442516.6,9175428.2,,off,사립
331,2020,대학교,사립,서울,기존,명지대학교 _제2캠퍼스,457000.0,6950357.9,6950357.9,6766037.8,,,9094000.0,,off,사립
332,2020,대학교,사립,대전,기존,목원대학교,302000.0,7208366.2,7208366.2,6400000.0,7174305.4,7975809.7,8050000.0,,off,사립
333,2020,대학교,사립,전남,기존,목포가톨릭대학교,192000.0,6480563.3,6480563.3,5617852.9,6812000.0,,,,off,사립
334,2020,대학교,국립,전남,기존,목포대학교,,3896280.5,3896280.5,3442587.8,4100496.0,4146736.8,4244000.0,,off,국공립
335,2020,대학교,국립,전남,기존,목포해양대학교,,3409435.6,3409435.6,,,,3409435.6,,off,국공립
336,2020,대학교,사립,대전,기존,배재대학교,175000.0,7131217.2,7131217.2,6443379.3,7286157.1,7986000.0,7986000.0,,off,사립
337,2020,대학교,사립,충남,기존,백석대학교,292000.0,7798620.1,7798620.1,6960000.0,8360000.0,8977037.0,,,off,사립
338,2020,대학교,국립,부산,기존,부경대학교,,4040345.0,4040345.0,3414175.5,4110923.2,4266272.7,4360108.0,,off,국공립
339,2020,대학교,사립,부산,기존,부산가톨릭대학교,213000.0,6784906.1,6784906.1,5920286.4,6973485.2,,7600000.0,,off,사립
340,2020,교육대학,국립,부산,기존,부산교육대학교,,3024000.0,3024000.0,3024000.0,3024000.0,3024000.0,,,off,국공립
341,2020,대학교,국립,부산,기존,부산대학교,,4461975.9,4461975.9,3438558.6,4629561.9,4735441.3,4728000.0,10100000.0,off,국공립
342,2020,사이버대학(대학),사립,부산,기존,부산디지털대학교,156000.0,2420253.2,2420253.2,2420253.2,,,,,on,사립
343,2020,대학교,사립,부산,기존,부산외국어대학교,216000.0,6195938.6,6195938.6,5953041.5,,6810000.0,7762000.0,,off,사립
344,2020,대학교,사립,경남,기존,부산장신대학교,,5795225.3,5795225.3,5795225.3,,,,,off,사립
345,2020,사이버대학(대학),사립,서울,기존,사이버한국외국어대학교,233000.0,2772572.4,2772572.4,2772572.4,,,,,on,사립
346,2020,대학교,사립,서울,기존,삼육대학교,450000.0,7731931.6,7731931.6,6842375.4,7995078.8,8733474.9,8344000.0,,off,사립
347,2020,대학교,사립,서울,기존,상명대학교,481000.0,7681886.3,7681886.3,6756940.4,7971005.7,9152138.5,8660000.0,,off,사립
348,2020,대학교,사립,충남,기존,상명대학교 _제2캠퍼스,461000.0,8097411.5,8097411.5,6652000.0,8058953.4,8549414.7,8424000.0,,off,사립
349,2020,대학교,사립,강원,기존,상지대학교,409000.0,7037389.8,7037389.8,6248213.1,7352931.9,7421640.6,7924017.7,9654000.0,off,사립
350,2020,대학교,사립,서울,기존,서강대학교,501000.0,7947392.0,7947392.0,7218693.6,8436000.0,,9395340.7,,off,사립
351,2020,대학교,사립,서울,기존,서경대학교,425000.0,7901440.3,7901440.3,6604418.7,7700000.0,8673925.4,8360000.0,,off,사립
352,2020,대학교,국립,서울,기존,서울과학기술대학교,,5435410.7,5435410.7,4704033.3,5497480.3,5591619.9,5525924.7,,off,국공립
353,2020,교육대학,국립,서울,기존,서울교육대학교,,3088000.0,3088000.0,3088000.0,,,,,off,국공립
354,2020,대학교,사립,서울,기존,서울기독대학교,102000.0,7185788.2,7185788.2,6523227.3,,8323453.7,,,off,사립
355,2020,대학교,국립대법인,서울,기존,서울대학교,,6011843.3,6011843.3,5015574.0,6110767.3,7392814.0,5996000.0,9896342.9,off,국공립
356,2020,사이버대학(대학),사립,서울,기존,서울디지털대학교,229207.0,2122446.0,2122446.0,2114738.3,,2132866.8,,,on,사립
357,2020,사이버대학(대학),사립,서울,기존,서울사이버대학교,233000.0,2709043.6,2709043.6,2709043.6,,,,,on,사립
358,2020,대학교,공립,서울,기존,서울시립대학교,,2392084.4,2392084.4,2044000.0,2409731.7,2919128.8,2701000.0,,off,국공립
359,2020,대학교,사립,경기,기존,서울신학대학교,414000.0,6837114.4,6837114.4,6506629.1,,8262922.1,,,off,사립
360,2020,대학교,사립,서울,기존,서울여자대학교,458000.0,7518696.6,7518696.6,6792500.0,8143418.9,9237600.0,,,off,사립
361,2020,대학교,사립,경기,기존,서울장신대학교,442000.0,7544720.2,7544720.2,6903051.4,,9568000.0,,,off,사립
362,2020,대학교,사립,서울,기존,서울한영대학교,200000.0,6929700.0,6929700.0,6743600.0,,8418500.0,,,off,사립
363,2020,대학교,사립,충북,기존,서원대학교,286000.0,6912254.0,6912254.0,6199576.6,7217178.6,7377544.1,7739655.6,,off,사립
364,2020,대학교,사립,충남,기존,선문대학교,304000.0,7596230.4,7596230.4,6694250.0,8043494.2,7833304.3,8207940.2,,off,사립
365,2020,대학교,사립,경기,기존,성결대학교,442000.0,7208829.0,7208829.0,6420000.0,,8777834.2,8104000.0,,off,사립
366,2020,대학교,사립,서울,기존,성공회대학교,434000.0,7047652.5,7047652.5,6879764.1,,,7448263.2,,off,사립
367,2020,대학교,사립,서울,기존,성균관대학교,488000.0,8386212.6,8386212.6,7575814.6,8770942.5,8846656.3,9114000.0,11338000.0,off,사립
368,2020,대학교,사립,서울,기존,성신여자대학교,482000.0,7778250.5,7778250.5,6742046.6,7950194.6,9339541.0,7918338.5,,off,사립
369,2020,대학교,사립,충북,기존,세명대학교,280000.0,6851503.9,6851503.9,6012000.0,7185566.9,7569000.0,7569000.0,8866000.0,off,사립
370,2020,대학교,사립,서울,기존,세종대학교,513000.0,7879886.5,7879886.5,6220000.0,7404000.0,8428838.4,8548000.0,,off,사립
371,2020,사이버대학(대학),사립,서울,기존,세종사이버대학교,233000.0,2773019.1,2773019.1,2766325.4,2880000.0,2783063.1,2803003.4,,on,사립
372,2020,대학교,사립,전남,기존,세한대학교,222000.0,6608690.9,6608690.9,5976134.6,6575638.1,6811685.5,7854650.2,,off,사립
373,2020,대학교,사립,광주,기존,송원대학교,200000.0,6455176.3,6455176.3,5826363.6,6714840.8,6758620.7,6900000.0,,off,사립
374,2020,대학교,사립,경기,기존,수원가톨릭대학교,,5097000.0,5097000.0,5097000.0,,,,,off,사립
375,2020,대학교,사립,경기,기존,수원대학교,,7524469.0,7524469.0,6188000.0,7306000.0,8276040.3,8044000.0,,off,사립
376,2020,대학교,사립,서울,기존,숙명여자대학교,472000.0,8069545.9,8069545.9,7000401.7,8823477.2,9601093.9,9194000.0,,off,사립
378,2020,대학교,국립,전남,기존,순천대학교,,3945836.4,3945836.4,3306000.0,4121648.9,4256842.8,4323041.2,,off,국공립
379,2020,대학교,사립,충남,기존,순천향대학교,428000.0,7829819.2,7829819.2,7042519.4,7942758.2,7733068.5,8294000.0,10040000.0,off,사립
380,2020,대학교,사립,서울,기존,숭실대학교,468000.0,7927148.8,7927148.8,6975348.9,7899683.3,8838023.0,8767740.7,,off,사립
381,2020,사이버대학(대학),사립,서울,기존,숭실사이버대학교,233000.0,2770101.0,2770101.0,2772664.6,,,2765454.5,,on,사립
382,2020,대학교,사립,경기,기존,신경대학교,442000.0,6989432.1,6989432.1,6521000.0,7407333.3,7077889.3,,,off,사립
383,2020,대학교,사립,부산,기존,신라대학교,240000.0,6699189.1,6699189.1,5711163.3,7148710.8,7501754.1,7813928.9,,off,사립
384,2020,대학교,사립,경기,기존,신한대학교,503360.0,9092109.3,9092109.3,7500000.0,9100000.0,,9700000.0,,off,사립
385,2020,대학교,사립,경기,기존,신한대학교 _제2캠퍼스,503360.0,8561949.3,8561949.3,7500000.0,9100000.0,9600000.0,9700000.0,,off,사립
386,2020,대학교,사립,경기,기존,아세아연합신학대학교,120000.0,6556000.0,6556000.0,6556000.0,,,,,off,사립
387,2020,대학교,사립,경기,기존,아주대학교,468000.0,8261471.0,8261471.0,6957042.6,8371568.3,6748000.0,8852000.0,11240000.0,off,사립
388,2020,대학교,국립,경북,기존,안동대학교,,3749569.8,3749569.8,3193200.0,3815026.1,4154452.9,4171665.2,,off,국공립
389,2020,대학교,사립,경기,기존,안양대학교,455000.0,7565217.0,7565217.0,6642107.5,8022000.0,8412000.0,8376000.0,,off,사립
390,2020,대학교,사립,인천,기존,안양대학교 _제2캠퍼스,455000.0,7633508.2,7633508.2,6634000.0,,,8376000.0,,off,사립
391,2020,대학교,사립,서울,기존,연세대학교,511000.0,9155128.9,9155128.9,8463780.4,9105567.3,9499789.5,9763860.7,12104000.0,off,사립
392,2020,대학교,사립,강원,기존,연세대학교(미래) _분교,511000.0,8404173.9,8404173.9,7519000.0,8350832.9,,9324000.0,12104000.0,off,사립
393,2020,대학교,사립,경북,기존,영남대학교,284800.0,7409761.0,7409761.0,5826000.0,8242174.3,8810314.0,8150000.0,10662000.0,off,사립
394,2020,대학교,사립,경북,기존,영남신학대학교,220000.0,6070000.0,6070000.0,6070000.0,,,,,off,사립
395,2020,대학교,사립,경남,기존,영산대학교,219600.0,6781659.4,6781659.4,5765488.9,7194000.0,6598000.0,7358000.0,,off,사립
396,2020,대학교,사립,부산,기존,영산대학교 _제2캠퍼스,219600.0,6382791.3,6382791.3,5432000.0,6969373.9,7057888.8,7358000.0,,off,사립
397,2020,대학교,사립,전남,기존,영산선학대학교,,2000000.0,2000000.0,2000000.0,,,,,off,사립
398,2020,대학교,사립,전북,기존,예수대학교,179600.0,6718651.2,6718651.2,5114000.0,6954000.0,,,,off,사립
399,2020,대학교,사립,전북,기존,예원예술대학교,230000.0,8044870.0,8044870.0,,,8044870.0,,,off,사립
400,2020,대학교,사립,경기,기존,예원예술대학교 _제2캠퍼스,230000.0,8387272.7,8387272.7,,,8387272.7,,,off,사립
401,2020,대학교,사립,경기,기존,용인대학교,405000.0,7654329.6,7654329.6,6893952.8,7672000.0,7989051.2,,,off,사립
402,2020,대학교,사립,전북,기존,우석대학교,231600.0,6931621.2,6931621.2,5923926.2,7203716.7,7121334.7,7898000.0,9256000.0,off,사립
