,기준연도,학교종류,지역,학교,온라인,구분,입학금,수업료,등록금,인문사회,자연과학,예체능,공학,의학
1,2019,대학교,경남,가야대학교(김해),off,사립,360000.0,6717700.0,6717700.0,5973300.0,7198400.0,0.0,0.0,0.0
2,2019,대학교,경기,가천대학교,off,사립,601000.0,8232500.0,8232500.0,7104500.0,8274799.999999999,9173100.0,9076000.0,9768000.0
3,2019,대학교,강원,가톨릭관동대학교,off,사립,462000.0,7183400.0,7183400.0,6157400.0,7438700.0,8214299.999999999,8135400.0,9850000.0
4,2019,대학교,충북,가톨릭꽃동네대학교,off,사립,300000.0,7054300.0,7054300.0,6618000.0,7796000.0,0.0,0.0,0.0
5,2019,대학교,경기,가톨릭대학교,off,사립,598000.0,6919800.0,6919800.0,6122000.0,7457400.0,8562000.0,8284000.0,0.0
6,2019,대학교,서울,가톨릭대학교 _제2캠퍼스,off,사립,598000.0,9114700.0,9114700.0,0.0,8379700.000000001,0.0,0.0,10374000.0
7,2019,대학교,서울,가톨릭대학교 _제3캠퍼스,off,사립,598000.0,6122000.0,6122000.0,6122000.0,0.0,0.0,0.0,0.0
8,2019,대학교,서울,감리교신학대학교,off,사립,391000.0,6156500.0,6156500.0,6156500.0,0.0,0.0,0.0,0.0
9,2019,대학교,경기,강남대학교,off,사립,607000.0,7413700.0,7413700.0,6806000.0,0.0,8909300.0,8638000.0,0.0
10,2019,대학교,강원,강릉원주대학교,off,국립,0.0,4255200.0,4255200.0,3488000.0,4301300.0,5094300.0,4616000.0,7966000.0
11,2019,대학교,강원,강릉원주대학교 _제2캠퍼스,off,국립,0.0,4290400.0,4290400.0,3488000.0,4298000.0,0.0,4616000.0,0.0
12,2019,대학교,강원,강원대학교,off,국립,0.0,4049900.0,4049900.0,3426300.0,4253400.0,4579700.0,4434700.0,5758000.0
13,2019,대학교,강원,강원대학교 _제2캠퍼스,off,국립,0.0,4244000.0,4244000.0,3426800.0,4204400.0,4577200.0,4435200.0,0.0
14,2019,대학교,서울,건국대학교,off,사립,636000.0,8230900.0,8230900.0,6775600.0,8132800.0,9072000.0,9190500.0,10180000.0
15,2019,대학교,충북,건국대학교(글로컬) _분교,off,사립,636000.0,7909600.0,7909600.0,6720100.0,7958000.0,9021300.0,8982100.0,0.0
16,2019,대학교,충남,건양대학교,off,사립,378000.0,6323300.0,6323300.0,5861600.0,7034500.0,6680000.0,7212200.0,0.0
17,2019,대학교,대전,건양대학교 _제2캠퍼스,off,사립,378000.0,7193300.0,7193300.0,5710000.0,7067800.0,0.0,7240000.0,9540000.0
18,2019,사이버대학(대학),대전,건양사이버대학교,on,사립,300000.0,2437000.0,2437000.0,2427300.0,2476900.0,0.0,0.0,0.0
19,2019,대학교,경기,경기대학교,off,사립,429000.0,7272000.0,7272000.0,6444300.0,7903500.0,7973000.0,8326000.0,0.0
20,2019,대학교,서울,경기대학교 _제2캠퍼스,off,사립,429000.0,7043000.0,7043000.0,6464000.0,0.0,8326000.0,0.0,0.0
21,2019,대학교,경남,경남과학기술대학교 (폐교),off,국립,0.0,3770400.0,3770400.0,3445500.0,3736400.0,4102000.0,4014900.0,0.0
22,2019,대학교,경남,경남대학교,off,사립,281000.0,6457200.0,6457200.0,5661600.0,6499500.0,7474000.0,7500000.0,0.0
23,2019,대학교,강원,경동대학교,off,사립,530000.0,6836300.0,6836300.0,6283000.0,7980000.0,8342000.0,8046000.0,0.0
24,2019,대학교,강원,경동대학교 _제3캠퍼스,off,사립,530000.0,8134200.0,8134200.0,6247900.0,8327500.0,0.0,0.0,0.0
25,2019,대학교,경기,경동대학교 _제4캠퍼스,off,사립,530000.0,7145700.0,7145700.0,6502400.0,7848000.0,8158900.0,8047500.0,0.0
26,2019,대학교,대구,경북대학교,off,국립,0.0,4447600.0,4447600.0,3567100.0,4525600.0,4680700.0,4662000.0,7861900.0
27,2019,대학교,경남,경상국립대학교,off,국립,0.0,4048600.0,4048600.0,3274400.0,4156200.0,4303200.0,4330000.0,8026800.0
28,2019,대학교,부산,경성대학교,off,사립,300000.0,6522400.0,6522400.0,5444200.0,7137700.0,7363700.0,7485900.0,0.0
29,2019,대학교,경북,경운대학교,off,사립,420000.0,7626500.0,7626500.0,6060000.0,7810000.0,7991300.0,8112900.0,0.0
30,2019,교육대학,인천,경인교육대학교,off,국립,0.0,3189000.0,3189000.0,3189000.0,0.0,0.0,0.0,0.0
31,2019,대학교,경북,경일대학교,off,사립,420000.0,7303200.0,7303200.0,5702300.0,7660000.0,7977900.0,7660000.0,0.0
32,2019,대학교,경북,경주대학교,off,사립,444000.0,6794900.0,6794900.0,6028000.0,7442900.0,8103900.0,0.0,0.0
33,2019,대학교,서울,경희대학교,off,사립,620000.0,7859200.0,7859200.0,6356800.0,8425300.0,8458600.0,8580000.0,11105700.0
34,2019,사이버대학(대학),서울,경희사이버대학교,on,사립,300000.0,2796600.0,2796600.0,2799200.0,0.0,0.0,2764300.0,0.0
35,2019,대학교,대구,계명대학교,off,사립,424000.0,7171600.0,7171600.0,5986800.0,7881600.0,8551800.0,8214799.999999999,9850000.0
36,2019,대학교,서울,고려대학교,off,사립,677100.0,8261000.0,8261000.0,7154000.0,8668500.0,8928200.0,9680000.0,12414000.0
37,2019,대학교,세종,고려대학교(세종) _분교,off,사립,674000.0,8282900.0,8282900.0,7120000.0,8802800.0,8402000.0,9680000.0,0.0
38,2019,사이버대학(대학),서울,고려사이버대학교,on,사립,100000.0,2223800.0,2223800.0,2222500.0,0.0,0.0,2226300.0,0.0
39,2019,대학교,부산,고신대학교,off,사립,335100.0,6607800.0,6607800.0,5796800.0,6925100.0,7430600.0,0.0,9410000.0
40,2019,교육대학,충남,공주교육대학교,off,국립,0.0,3424000.0,3424000.0,3424000.0,3424000.0,3424000.0,0.0,0.0
41,2019,대학교,충남,공주대학교,off,국립,0.0,3824100.0,3824100.0,3198000.0,3856000.0,4180700.0,4230000.0,0.0
42,2019,대학교,광주,광신대학교,off,사립,255000.0,5981900.0,5981900.0,5621300.0,0.0,7072000.0,0.0,0.0
43,2019,대학교,서울,광운대학교,off,사립,648000.0,7816000.0,7816000.0,6826100.0,7498800.0,7506000.0,8532000.0,0.0
45,2019,대학교,광주,광주과학기술원,off,국립,0.0,2060000.0,2060000.0,0.0,2060000.0,0.0,2060000.0,0.0
46,2019,교육대학,광주,광주교육대학교,off,국립,0.0,3476500.0,3476500.0,3476600.0,3476500.0,3476300.0,0.0,0.0
47,2019,대학교,광주,광주대학교,off,사립,294000.0,6537000.0,6537000.0,6075900.0,6981800.0,7006900.0,6965600.0,0.0
48,2019,대학교,광주,광주여자대학교,off,사립,321000.0,6273800.0,6273800.0,5577000.0,6800400.0,6424000.0,0.0,0.0
49,2019,대학교,서울,국민대학교,off,사립,529000.0,7904200.0,7904200.0,6850800.0,7893200.0,8975800.0,8646900.0,0.0
50,2019,사이버대학(대학),경기,국제사이버대학교,on,사립,200000.0,2545100.0,2545100.0,2435500.0,0.0,3033800.0,0.0,0.0
51,2019,대학교,전북,군산대학교,off,국립,0.0,3926200.0,3926200.0,3318000.0,3901000.0,4163600.0000000005,4238000.0,0.0
52,2019,대학교,충북,극동대학교,off,사립,398000.0,7405800.0,7405800.0,6440900.0,7642200.0,7924800.0,8090300.0,0.0
53,2019,사이버대학(대학),충남,글로벌사이버대학교,on,사립,300000.0,2444100.0,2444100.0,2436900.0,0.0,2465200.0,0.0,0.0
54,2019,대학교,충남,금강대학교,off,사립,410000.0,6564000.0,6564000.0,6564000.0,0.0,0.0,6564000.0,0.0
55,2019,대학교,경북,금오공과대학교,off,국립,0.0,3772000.0,3772000.0,3400000.0,3536000.0,0.0,3792000.0,0.0
56,2019,대학교,경북,김천대학교,off,사립,546000.0,7005000.0,7005000.0,6502000.0,7127500.0,7272000.0,7272000.0,0.0
57,2019,대학교,충남,나사렛대학교,off,사립,450000.0,7119500.0,7119500.0,6603000.0,8057600.0,7948000.0,0.0,0.0
58,2019,대학교,광주,남부대학교,off,사립,334000.0,6505100.0,6505100.0,5807200.0,6543400.0,7056000.0,7056000.0,0.0
59,2019,대학교,충남,남서울대학교,off,사립,360000.0,7815000.0,7815000.0,7064900.0,8952000.0,8492600.0,8300000.0,0.0
60,2019,대학교,경기,단국대학교,off,사립,618000.0,8004900.0,8004900.0,6899000.0,8372000.0,9085600.0,8903300.0,0.0
61,2019,대학교,충남,단국대학교 _제2캠퍼스,off,사립,618000.0,8183500.0,8183500.0,6760800.0,8698300.0,8464800.0,8832000.0,10326000.0
62,2019,대학교,경북,대구가톨릭대학교,off,사립,432000.0,7165900.0,7165900.0,5861000.0,7837200.0,8551500.0,7951400.0,9610000.0
64,2019,교육대학,대구,대구교육대학교,off,국립,0.0,3604000.0,3604000.0,3604000.0,3604000.0,3604000.0,0.0,0.0
65,2019,대학교,경북,대구대학교,off,사립,408000.0,6808300.0,6808300.0,5815100.0,7412000.0,8278900.0,8014000.0,0.0
66,2019,사이버대학(대학),경북,대구사이버대학교,on,사립,200000.0,2411400.0,2411400.0,2414200.0,2407800.0,0.0,0.0,0.0
67,2019,대학교,경북,대구예술대학교,off,사립,390000.0,8286100.0,8286100.0,0.0,0.0,8286100.0,0.0,0.0
68,2019,대학교,경북,대구한의대학교,off,사립,408000.0,7218900.0,7218900.0,5730300.0,7501200.0,7340000.0,7776000.0,9260000.0
69,2019,대학교,경북,대신대학교,off,사립,330000.0,6349300.0,6349300.0,5906300.0,0.0,7216000.0,0.0,0.0
70,2019,대학교,세종,대전가톨릭대학교,off,사립,300000.0,5760000.0,5760000.0,5760000.0,0.0,0.0,0.0,0.0
71,2019,대학교,대전,대전대학교,off,사립,462000.0,7260900.0,7260900.0,6600200.0,7537500.0,7753800.0,7885400.0,9350000.0
72,2019,대학교,대전,대전신학대학교,off,사립,360000.0,5956000.0,5956000.0,5956000.0,0.0,0.0,0.0,0.0
73,2019,대학교,경기,대진대학교,off,사립,539000.0,7161900.0,7161900.0,6146000.0,7542700.0,8118000.0,8118000.0,0.0
74,2019,대학교,서울,덕성여자대학교,off,사립,635000.0,7072000.0,7072000.0,6113800.0,8009000.0,8561100.0,8404000.0,0.0
75,2019,대학교,서울,동국대학교,off,사립,696000.0,7939200.0,7939200.0,6938000.0,8383700.000000001,8842900.0,9160000.0,0.0
76,2019,대학교,경북,동국대학교(경주) _분교,off,사립,609000.0,7807600.0,7807600.0,6938000.0,8383900.0,8742700.0,9136000.0,9496000.0
77,2019,대학교,서울,동덕여자대학교,off,사립,462000.0,7394500.0,7394500.0,6026000.0,7720600.0,8721800.0,0.0,0.0
78,2019,대학교,부산,동명대학교,off,사립,330000.0,6944800.0,6944800.0,5704900.0,7336000.0,7616800.0,7738000.0,0.0
79,2019,대학교,부산,동서대학교,off,사립,339000.0,6807300.0,6807300.0,5792800.0,7584000.0,7315300.0,7583200.0,0.0
80,2019,대학교,전남,동신대학교,off,사립,318000.0,6634300.0,6634300.0,5799100.0,6771900.0,6996200.0,7170000.0,8520000.0
81,2019,대학교,부산,동아대학교,off,사립,538000.0,6754900.0,6754900.0,5752100.0,6803900.0,7481600.0,7737000.0,9734000.0
82,2019,대학교,경북,동양대학교,off,사립,420000.0,7086300.0,7086300.0,5897300.0,7462000.0,8085900.0,7559600.0,0.0
83,2019,대학교,부산,동의대학교,off,사립,360000.0,6580400.0,6580400.0,5427300.0,6583700.0,7036200.0,7419000.0,8093000.0
84,2019,사이버대학(대학),서울,디지털서울문화예술대학교,on,사립,300000.0,2648300.0,2648300.0,2641400.0,0.0,2652400.0,0.0,0.0
85,2019,대학교,경기,루터대학교,off,사립,414000.0,6300000.0,6300000.0,6300000.0,0.0,0.0,0.0,0.0
86,2019,대학교,경기,명지대학교,off,사립,598000.0,9118200.0,9118200.0,0.0,8240000.0,9442500.0,9176200.0,0.0
87,2019,대학교,서울,명지대학교 _제2캠퍼스,off,사립,598000.0,6950400.0,6950400.0,6766100.0,0.0,0.0,9094000.0,0.0
88,2019,대학교,대전,목원대학교,off,사립,454000.0,7204800.0,7204800.0,6400000.0,7173800.0,7975800.0,8050000.0,0.0
89,2019,대학교,전남,목포가톨릭대학교,off,사립,288000.0,6465000.0,6465000.0,5623500.0,6812000.0,0.0,0.0,0.0
90,2019,대학교,전남,목포대학교,off,국립,0.0,3896300.0,3896300.0,3443400.0,4100600.0000000005,4147300.0,4244000.0,0.0
91,2019,대학교,전남,목포해양대학교,off,국립,0.0,3409400.0,3409400.0,0.0,0.0,0.0,3409400.0,0.0
92,2019,대학교,대전,배재대학교,off,사립,350000.0,7106100.0,7106100.0,6444000.0,7286700.0,7987000.0,7987000.0,0.0
93,2019,대학교,충남,백석대학교,off,사립,438000.0,7768700.0,7768700.0,6960000.0,8360000.0,8976600.0,0.0,0.0
94,2019,대학교,부산,부경대학교,off,국립,0.0,4042000.0,4042000.0,3411700.0,4110600.0000000005,4265500.0,4359300.0,0.0
95,2019,대학교,부산,부산가톨릭대학교,off,사립,318000.0,6767800.0,6767800.0,5917000.0,6972800.0,0.0,7600000.0,0.0
96,2019,교육대학,부산,부산교육대학교,off,국립,0.0,3024000.0,3024000.0,3024000.0,3024000.0,3024000.0,0.0,0.0
97,2019,대학교,부산,부산대학교,off,국립,0.0,4415700.0,4415700.0,3439000.0,4614300.0,4735300.0,4728000.0,10100000.0
98,2019,사이버대학(대학),부산,부산디지털대학교,on,사립,200000.0,2417500.0,2417500.0,2416700.0,0.0,0.0,2450000.0,0.0
99,2019,대학교,부산,부산외국어대학교,off,사립,325000.0,6186500.0,6186500.0,5950700.0,0.0,6810000.0,7762000.0,0.0
100,2019,대학교,경남,부산장신대학교,off,사립,0.0,5826300.0,5826300.0,5826300.0,0.0,0.0,0.0,0.0
101,2019,사이버대학(대학),서울,사이버한국외국어대학교,on,사립,300000.0,2770700.0,2770700.0,2770700.0,0.0,0.0,0.0,0.0
102,2019,대학교,서울,삼육대학교,off,사립,590000.0,7732000.0,7732000.0,6847100.0,7995100.0,8733200.0,8344000.0,0.0
103,2019,대학교,서울,상명대학교,off,사립,630000.0,7664100.0,7664100.0,6757800.0,7984300.0,9160000.0,8680000.0,0.0
104,2019,대학교,충남,상명대학교 _제2캠퍼스,off,사립,604000.0,8073800.0,8073800.0,6652000.0,8053100.0,8547900.0,8424000.0,0.0
105,2019,대학교,강원,상지대학교,off,사립,535000.0,6974000.0,6974000.0,6190800.0,7334800.0,7337100.0,7878000.0,9654000.0
106,2019,대학교,서울,서강대학교,off,사립,658000.0,7947800.0,7947800.0,7220700.0,8436000.0,0.0,9395400.0,0.0
107,2019,대학교,서울,서경대학교,off,사립,557000.0,7860500.0,7860500.0,6582500.0,7700000.0,8674000.0,8360000.0,0.0
108,2019,대학교,서울,서울과학기술대학교,off,국립,0.0,5422300.0,5422300.0,4644000.0,5497300.0,5592200.0,5521200.0,0.0
109,2019,교육대학,서울,서울교육대학교,off,국립,0.0,3088000.0,3088000.0,3088000.0,0.0,0.0,0.0,0.0
110,2019,대학교,서울,서울기독대학교,off,사립,102000.0,7127900.0,7127900.0,6524500.0,0.0,8298200.000000001,0.0,0.0
111,2019,대학교,서울,서울대학교,off,국립,0.0,6011800.0,6011800.0,5015500.0,6110800.0,7392800.0,5996000.0,9896300.0
112,2019,사이버대학(대학),서울,서울디지털대학교,on,사립,300000.0,2089400.0,2089400.0,2091000.0,0.0,2086900.0,0.0,0.0
113,2019,사이버대학(대학),서울,서울사이버대학교,on,사립,300000.0,2712000.0,2712000.0,2703700.0,0.0,0.0,2733900.0,0.0
114,2019,대학교,서울,서울시립대학교,off,국립,0.0,2391400.0,2391400.0,2044000.0,2409700.0,2919100.0,2701000.0,0.0
115,2019,대학교,경기,서울신학대학교,off,사립,542000.0,6835400.0,6835400.0,6506700.0,0.0,8263000.0,0.0,0.0
116,2019,대학교,서울,서울여자대학교,off,사립,599000.0,7518700.0,7518700.0,6792500.0,8143400.0,9237600.0,0.0,0.0
117,2019,대학교,경기,서울장신대학교,off,사립,578000.0,7549300.0,7549300.0,6902800.0,0.0,9568000.0,0.0,0.0
118,2019,대학교,서울,서울한영대학교,off,사립,300000.0,6797200.0,6797200.0,6619600.0,0.0,8262500.0,0.0,0.0
119,2019,대학교,충북,서원대학교,off,사립,431000.0,6897500.0,6897500.0,6199600.0,7217200.0,7377600.0,7739900.0,0.0
120,2019,대학교,충남,선문대학교,off,사립,456000.0,7565800.0,7565800.0,6693100.0,8049600.0,7820300.0,8207100.0,0.0
121,2019,대학교,경기,성결대학교,off,사립,578000.0,7196100.0,7196100.0,6420000.0,0.0,8778000.0,8104000.0,0.0
122,2019,대학교,서울,성공회대학교,off,사립,568000.0,7047900.0,7047900.0,6855500.0,0.0,0.0,7468200.0,0.0
123,2019,대학교,서울,성균관대학교,off,사립,640000.0,8373600.0,8373600.0,7563700.0,8752400.0,8845100.0,9114000.0,11338000.0
124,2019,대학교,서울,성신여자대학교,off,사립,632000.0,7759600.0,7759600.0,6740500.0,7964500.0,9347700.0,7918300.0,0.0
125,2019,대학교,충북,세명대학교,off,사립,420000.0,6836400.0,6836400.0,6012000.0,7193100.0,7569000.0,7569000.0,8866000.0
126,2019,대학교,서울,세종대학교,off,사립,672000.0,7857500.0,7857500.0,6220000.0,7404000.0,8443900.0,8548000.0,0.0
127,2019,사이버대학(대학),서울,세종사이버대학교,on,사립,300000.0,2779900.0,2779900.0,2778600.0,2880000.0,2784600.0,2775900.0,0.0
128,2019,대학교,전남,세한대학교,off,사립,333000.0,6483900.0,6483900.0,5757000.0,6478400.0,6744300.0,7746800.0,0.0
129,2019,대학교,광주,송원대학교,off,사립,300000.0,6425400.0,6425400.0,5849400.0,6715000.0,6759600.0,6900000.0,0.0
130,2019,대학교,경기,수원가톨릭대학교,off,사립,0.0,5097000.0,5097000.0,5097000.0,0.0,0.0,0.0,0.0
131,2019,대학교,경기,수원대학교,off,사립,0.0,7520000.0,7520000.0,6193600.0,7312200.0,8275000.0,8049200.0,0.0
134,2019,대학교,전남,순천대학교,off,국립,0.0,3946200.0,3946200.0,3306000.0,4121000.0,4257700.0,4324000.0,0.0
135,2019,대학교,충남,순천향대학교,off,사립,560000.0,7807300.0,7807300.0,7034900.0,7921700.0,7779100.0,8294000.0,10040000.0
136,2019,대학교,서울,숭실대학교,off,사립,612000.0,7923800.0,7923800.0,6975200.0,7899600.0,8837100.0,8785500.0,0.0
137,2019,사이버대학(대학),서울,숭실사이버대학교,on,사립,300000.0,2773300.0,2773300.0,2768200.0,0.0,0.0,2783800.0,0.0
138,2019,대학교,경기,신경대학교,off,사립,578000.0,6886200.0,6886200.0,6418600.0,7281200.0,7089200.0,0.0,0.0
139,2019,대학교,부산,신라대학교,off,사립,360000.0,6639500.0,6639500.0,5706900.0,7078900.0,7511800.0,7801300.0,0.0
140,2019,대학교,경기,신한대학교,off,사립,658000.0,9079000.0,9079000.0,7500000.0,9100000.0,0.0,9700000.0,0.0
141,2019,대학교,경기,신한대학교 _제2캠퍼스,off,사립,658000.0,8542600.0,8542600.0,7500000.0,9100000.0,9600000.0,9700000.0,0.0
142,2019,대학교,경기,아세아연합신학대학교,off,사립,180000.0,6556000.0,6556000.0,6556000.0,0.0,0.0,0.0,0.0
143,2019,대학교,경기,아주대학교,off,사립,612000.0,8259700.000000001,8259700.000000001,6956200.0,8370100.0,6748000.0,8852000.0,11240000.0
144,2019,대학교,경북,안동대학교,off,국립,0.0,3748800.0,3748800.0,3193000.0,3815500.0,4155600.0000000005,4175399.9999999995,0.0
145,2019,대학교,경기,안양대학교,off,사립,595000.0,7553300.0,7553300.0,6661800.0,7810700.0,8428100.0,8396000.0,0.0
146,2019,대학교,인천,안양대학교 _제2캠퍼스,off,사립,595000.0,7618000.0,7618000.0,6654000.0,0.0,0.0,8396000.0,0.0
147,2019,대학교,서울,연세대학교,off,사립,669000.0,9153900.0,9153900.0,8464600.0,9095800.0,9499800.0,9763400.0,12104000.0
148,2019,대학교,강원,연세대학교(미래) _분교,off,사립,669000.0,8403800.0,8403800.0,7518700.0,8350600.0,0.0,9324000.0,12104000.0
149,2019,대학교,경북,영남대학교,off,사립,427000.0,7391500.0,7391500.0,5826000.0,8233200.000000001,8809400.0,8150000.0,10662000.0
150,2019,대학교,경북,영남신학대학교,off,사립,330000.0,6066800.0,6066800.0,6066800.0,0.0,0.0,0.0,0.0
151,2019,대학교,경남,영산대학교,off,사립,329000.0,6732100.0,6732100.0,5699600.0,7194000.0,6598000.0,7358000.0,0.0
152,2019,대학교,부산,영산대학교 _제2캠퍼스,off,사립,329000.0,6359000.0,6359000.0,5432000.0,7001700.0,7092100.0,7358000.0,0.0
153,2019,대학교,전남,영산선학대학교,off,사립,0.0,2000000.0,2000000.0,2000000.0,0.0,0.0,0.0,0.0
154,2019,대학교,전북,예수대학교,off,사립,269000.0,6705600.0,6705600.0,5114000.0,6954000.0,0.0,0.0,0.0
155,2019,대학교,전북,예원예술대학교,off,사립,345000.0,7938900.0,7938900.0,5990000.0,0.0,8009000.0,0.0,0.0
156,2019,대학교,경기,예원예술대학교 _제2캠퍼스,off,사립,345000.0,8363000.0,8363000.0,0.0,0.0,8363000.0,0.0,0.0
157,2019,대학교,경기,용인대학교,off,사립,531000.0,7651000.0,7651000.0,6892300.0,7672000.0,7991600.0,0.0,0.0
158,2019,대학교,전북,우석대학교,off,사립,347000.0,6920200.0,6920200.0,5924600.0,7203900.0,7141400.0,7898000.0,9256000.0
159,2019,대학교,대전,우송대학교,off,사립,390000.0,7134900.0,7134900.0,6959100.0,7293100.0,7383800.0,7221700.0,0.0
160,2019,대학교,울산,울산과학기술원,off,국립,0.0,6165900.0,6165900.0,5300000.0,6288000.0,0.0,6288000.0,0.0
161,2019,대학교,울산,울산대학교,off,사립,411000.0,7295500.0,7295500.0,5750000.0,7483400.0,8404600.0,8126600.0,10918000.0
162,2019,대학교,전북,원광대학교,off,사립,345000.0,7395400.0,7395400.0,6054700.0,7682500.0,7596700.0,8044200.0,9736400.0
163,2019,사이버대학(대학),전북,원광디지털대학교,on,사립,300000.0,2783000.0,2783000.0,2775500.0,2785900.0,2808000.0,0.0,0.0
164,2019,대학교,경북,위덕대학교,off,사립,411000.0,7324100.0,7324100.0,6425500.0,7988000.0,8428000.0,7988000.0,0.0
165,2019,대학교,충북,유원대학교,off,사립,448000.0,7317100.0,7317100.0,6300000.0,7880000.0,7880000.0,7880000.0,0.0
166,2019,대학교,대전,을지대학교,off,사립,535000.0,9077600.0,9077600.0,0.0,8686100.0,0.0,0.0,10320500.0
167,2019,대학교,경기,을지대학교 _제2캠퍼스,off,사립,535000.0,8391800.0,8391800.0,7745500.0,8489900.0,8752100.0,8738200.0,0.0
168,2019,대학교,서울,이화여자대학교,off,사립,643000.0,8634700.0,8634700.0,7510800.0,9172100.0,9921600.0,9429500.0,12896000.0
169,2019,대학교,경남,인제대학교,off,사립,342000.0,7035200.0,7035200.0,5634100.0,7543100.0,7319700.0,7833400.0,0.0
170,2019,대학교,부산,인제대학교 _제2캠퍼스,off,사립,342000.0,8555700.0,8555700.0,0.0,6925500.0,0.0,0.0,9958000.0
171,2019,대학교,인천,인천가톨릭대학교,off,사립,0.0,5282000.0,5282000.0,5282000.0,0.0,0.0,0.0,0.0
172,2019,대학교,인천,인천가톨릭대학교 _제2캠퍼스,off,사립,534000.0,8176900.0,8176900.0,0.0,8362000.0,8110000.0,0.0,0.0
173,2019,대학교,인천,인천대학교,off,국립,0.0,4652100.0,4652100.0,4104000.0,4558300.0,4878600.0,5164000.0,0.0
174,2019,대학교,인천,인하대학교,off,사립,674000.0,7669700.0,7669700.0,6672000.0,7942900.0,8239500.0,8397100.0,10550000.0
175,2019,대학교,서울,장로회신학대학교,off,사립,582000.0,6615200.0,6615200.0,5750500.0,0.0,8344500.0,0.0,0.0
176,2019,대학교,광주,전남대학교,off,국립,0.0,4168700.0,4168700.0,3419400.0,4309300.0,4525800.0,4440000.0,6038600.0
177,2019,대학교,전남,전남대학교 _제2캠퍼스,off,국립,0.0,4062600.0,4062600.0,3438000.0,4100000.0,0.0,4404000.0,0.0
178,2019,대학교,전북,전북대학교,off,국립,0.0,4308700.0,4308700.0,3322000.0,4359200.0,4675800.0,4596000.0,8346200.000000001
179,2019,교육대학,전북,전주교육대학교,off,국립,0.0,3272000.0,3272000.0,3272000.0,3272000.0,3272000.0,0.0,0.0
182,2019,대학교,제주,제주국제대학교,off,사립,324000.0,6096700.0,6096700.0,5809700.0,6339300.0,6348000.0,6303400.0,0.0
183,2019,대학교,제주,제주대학교,off,국립,0.0,3798500.0,3798500.0,3228100.0,4063100.0,4245500.0,4347100.0,5602000.0
184,2019,대학교,광주,조선대학교,off,사립,380000.0,7000500.0,7000500.0,5798700.0,7509100.0,7250700.0,7678000.0,10680000.0
185,2019,대학교,충남,중부대학교,off,사립,360000.0,7177800.0,7177800.0,6605200.0,7255200.0,7778800.0,7603600.0,0.0
186,2019,대학교,서울,중앙대학교,off,사립,667000.0,7879000.0,7879000.0,6812000.0,8480100.0,8893400.0,9036000.0,10992000.0
187,2019,대학교,경기,중앙대학교 _제2캠퍼스,off,사립,667000.0,8657700.0,8657700.0,0.0,7938000.0,8965000.0,9036000.0,0.0
188,2019,대학교,경기,중앙승가대학교,off,사립,126000.0,1760000.0,1760000.0,1760000.0,0.0,0.0,0.0,0.0
189,2019,대학교,충북,중원대학교,off,사립,461000.0,7275000.0,7275000.0,6207300.0,7730900.0,7398000.0,7762100.0,0.0
190,2019,교육대학,경남,진주교육대학교,off,국립,0.0,3446000.0,3446000.0,3445700.0,3445900.0,3446800.0,0.0,0.0
191,2019,대학교,경기,차의과학대학교,off,사립,529000.0,7136300.0,7136300.0,6934000.0,7305500.0,0.0,0.0,0.0
192,2019,대학교,경남,창신대학교,off,사립,360000.0,6300700.0,6300700.0,5520000.0,6657800.0,6940900.0,7325900.0,0.0
193,2019,대학교,경남,창원대학교,off,국립,0.0,3895100.0,3895100.0,3389300.0,4040900.0,4314700.0,4383000.0,0.0
194,2019,산업대학,충남,청운대학교,off,사립,462000.0,7292800.0,7292800.0,6881700.0,7588000.0,7843700.0,7588000.0,0.0
195,2019,교육대학,충북,청주교육대학교,off,국립,0.0,3230000.0,3230000.0,3230000.0,0.0,0.0,0.0,0.0
196,2019,대학교,충북,청주대학교,off,사립,544000.0,7621300.0,7621300.0,6843000.0,7851400.0,8258799.999999999,8342400.0,0.0
197,2019,대학교,전남,초당대학교,off,사립,240000.0,6490100.0,6490100.0,5589600.0,6664000.0,6664000.0,7454000.0,0.0
198,2019,대학교,서울,총신대학교,off,사립,600000.0,6922700.0,6922700.0,6559900.0,0.0,8737000.0,0.0,0.0
199,2019,대학교,서울,추계예술대학교,off,사립,544000.0,8529100.0,8529100.0,6722500.0,0.0,9065700.0,0.0,0.0
200,2019,교육대학,강원,춘천교육대학교,off,국립,0.0,3185000.0,3185000.0,3185000.0,3185000.0,3185000.0,0.0,0.0
201,2019,대학교,대전,충남대학교,off,국립,0.0,4312500.0,4312500.0,3371600.0,4266400.0,4590800.0,4844000.0,8042000.0
202,2019,대학교,충북,충북대학교,off,국립,0.0,4272600.0,4272600.0,3511900.0,4348000.0,4449200.0,4609500.0,7477600.0
203,2019,대학교,경기,칼빈대학교,off,사립,500000.0,7116500.0,7116500.0,6910500.0,0.0,8201299.999999999,0.0,0.0
204,2019,대학교,서울,케이씨대학교,off,사립,410000.0,7025700.0,7025700.0,6217300.0,8800000.0,8054100.0,0.0,0.0
205,2019,대학교,경기,평택대학교,off,사립,571000.0,7491700.0,7491700.0,6700000.0,7840000.0,8712000.0,8200000.0,0.0
206,2019,대학교,경북,포항공과대학교,off,사립,404000.0,5580000.0,5580000.0,0.0,5580000.0,0.0,5580000.0,0.0
