,기준연도,학교종류,지역,학교,온라인,구분,입학금,수업료,등록금,인문사회,자연과학,예체능,공학,의학
60,2021,대학교,경기,단국대학교,off,사립,326000.0,8019362.6,8019362.6,6898226.8,8368000.0,9081027.0,8897958.1,0.0
61,2021,대학교,충남,단국대학교 _제2캠퍼스,off,사립,326000.0,8189901.0,8189901.0,6776598.4,8695605.4,8445663.2,8828000.0,10322000.0
62,2021,대학교,경북,대구가톨릭대학교,off,사립,144000.0,7227513.7,7227513.7,5881050.7,7854089.2,8547109.6,7951910.4,9610000.0
64,2021,교육대학,대구,대구교육대학교,off,국립,0.0,3604000.0,3604000.0,3604000.0,3604000.0,3604000.0,0.0,0.0
65,2021,대학교,경북,대구대학교,off,사립,136000.0,6843753.3,6843753.3,5806404.6,7412798.9,8263831.1,8014000.0,0.0
66,2021,사이버대학(대학),경북,대구사이버대학교,on,사립,110800.0,2409473.7,2409473.7,2405558.6,2520000.0,0.0,2520000.0,0.0
67,2021,대학교,경북,대구예술대학교,off,사립,130000.0,8278149.5,8278149.5,0.0,0.0,8278149.5,0.0,0.0
68,2021,대학교,경북,대구한의대학교,off,사립,136000.0,7261202.3,7261202.3,5731887.3,7502339.6,7328747.3,7776000.0,9260000.0
69,2021,대학교,경북,대신대학교,off,사립,110000.0,6360344.8,6360344.8,5910000.0,0.0,7216000.0,0.0,0.0
70,2021,대학교,세종,대전가톨릭대학교,off,사립,100000.0,5760000.0,5760000.0,5760000.0,0.0,0.0,0.0,0.0
71,2021,대학교,대전,대전대학교,off,사립,154000.0,7285934.7,7285934.7,6602887.1,7520779.7,7786421.9,7886449.7,9350000.0
72,2021,대학교,대전,대전신학대학교,off,사립,120000.0,5918260.9,5918260.9,5918260.9,0.0,0.0,0.0,0.0
73,2021,대학교,경기,대진대학교,off,사립,283000.0,7171065.3,7171065.3,6146000.0,7565260.6,8118000.0,8118000.0,0.0
74,2021,대학교,서울,덕성여자대학교,off,사립,337000.0,7072813.4,7072813.4,6100452.9,8223869.2,8457721.0,8082771.7,0.0
75,2021,대학교,서울,동국대학교,off,사립,368000.0,7939150.6,7939150.6,6938000.0,8383663.5,8842857.1,9160000.0,0.0
76,2021,대학교,경북,동국대학교(경주) _분교,off,사립,322400.0,7863796.9,7863796.9,6938000.0,8385647.7,8734688.5,9136000.0,9938777.2
77,2021,대학교,서울,동덕여자대학교,off,사립,154000.0,7419672.3,7419672.3,6026000.0,7716568.7,8725067.6,0.0,0.0
78,2021,대학교,부산,동명대학교,off,사립,110000.0,6967580.7,6967580.7,5721194.8,7372376.9,7407989.8,7738000.0,0.0
79,2021,대학교,부산,동서대학교,off,사립,113000.0,6836701.1,6836701.1,5802430.4,7584000.0,7383851.1,7581515.9,0.0
80,2021,대학교,전남,동신대학교,off,사립,106000.0,6658129.8,6658129.8,5817800.0,6764328.5,6972916.7,7170000.0,8520000.0
81,2021,대학교,부산,동아대학교,off,사립,284760.0,6762049.7,6762049.7,5750675.2,6804326.4,7464062.5,7742141.8,9734000.0
82,2021,대학교,경북,동양대학교,off,사립,140000.0,7120656.8,7120656.8,5909401.4,7462000.0,8047240.9,7586170.6,0.0
83,2021,대학교,부산,동의대학교,off,사립,120000.0,6607210.1,6607210.1,5414243.7,6578938.5,7042262.9,7408000.0,8082000.0
84,2021,사이버대학(대학),서울,디지털서울문화예술대학교,on,사립,168000.0,2719276.1,2719276.1,2730120.9,0.0,2714759.7,2685630.8,0.0
85,2021,대학교,경기,루터대학교,off,사립,138000.0,6300000.0,6300000.0,6300000.0,0.0,0.0,0.0,0.0
86,2021,대학교,경기,명지대학교,off,사립,316000.0,9117673.4,9117673.4,0.0,8240000.0,9442516.6,9175428.2,0.0
87,2021,대학교,서울,명지대학교 _제2캠퍼스,off,사립,316000.0,6950357.9,6950357.9,6766037.8,0.0,0.0,9094000.0,0.0
88,2021,대학교,대전,목원대학교,off,사립,150000.0,7216827.6,7216827.6,6400000.0,7173017.2,7979202.8,8050000.0,0.0
89,2021,대학교,전남,목포가톨릭대학교,off,사립,96000.0,6496825.0,6496825.0,5611333.3,6812000.0,0.0,0.0,0.0
90,2021,대학교,전남,목포대학교,off,국립,0.0,3904432.7,3904432.7,3450122.8,4100680.2,4244000.0,4243552.2,0.0
91,2021,대학교,전남,목포해양대학교,off,국립,0.0,3409435.6,3409435.6,0.0,0.0,0.0,3409435.6,0.0
92,2021,대학교,대전,배재대학교,off,사립,140000.0,7167576.2,7167576.2,6445541.6,7292872.2,7986000.0,7986000.0,0.0
93,2021,대학교,충남,백석대학교,off,사립,146000.0,7835305.4,7835305.4,6960000.0,8360000.0,8977037.0,0.0,0.0
94,2021,대학교,부산,부경대학교,off,국립,0.0,4039300.6,4039300.6,3414697.6,4110923.2,4266272.7,4359499.0,0.0
95,2021,대학교,부산,부산가톨릭대학교,off,사립,106000.0,6800423.6,6800423.6,5926777.6,6972751.5,0.0,7599656.6,0.0
96,2021,교육대학,부산,부산교육대학교,off,국립,0.0,3024000.0,3024000.0,3024000.0,3024000.0,3024000.0,0.0,0.0
97,2021,대학교,부산,부산대학교,off,국립,0.0,4462529.8,4462529.8,3438558.6,4629561.9,4735441.3,4728000.0,10100000.0
98,2021,사이버대학(대학),부산,부산디지털대학교,on,사립,112000.0,2421798.6,2421798.6,2421798.6,0.0,0.0,0.0,0.0
99,2021,대학교,부산,부산외국어대학교,off,사립,108000.0,6206616.5,6206616.5,5965723.9,0.0,6810000.0,7762000.0,0.0
100,2021,대학교,경남,부산장신대학교,off,사립,0.0,5760260.5,5760260.5,5760260.5,0.0,0.0,0.0,0.0
101,2021,사이버대학(대학),서울,사이버한국외국어대학교,on,사립,166000.0,2770913.8,2770913.8,2770913.8,0.0,0.0,0.0,0.0
102,2021,대학교,서울,삼육대학교,off,사립,310000.0,7748262.7,7748262.7,6836000.0,7996202.9,8733729.9,8344000.0,0.0
103,2021,대학교,서울,상명대학교,off,사립,332000.0,7696921.1,7696921.1,6756920.9,7970715.3,9149302.1,8660000.0,0.0
104,2021,대학교,충남,상명대학교 _제2캠퍼스,off,사립,318000.0,8099482.8,8099482.8,6652000.0,8064380.3,8550138.4,8424000.0,0.0
105,2021,대학교,강원,상지대학교,off,사립,283000.0,7089187.0,7089187.0,6298630.1,7361187.4,7493241.7,7970778.2,9654000.0
106,2021,대학교,서울,서강대학교,off,사립,345000.0,7944545.7,7944545.7,7214000.0,8436000.0,0.0,9395340.7,0.0
107,2021,대학교,서울,서경대학교,off,사립,293000.0,7928490.1,7928490.1,6620344.8,7700000.0,8671200.5,8360000.0,0.0
108,2021,대학교,서울,서울과학기술대학교,off,국립,0.0,5445457.1,5445457.1,4725715.6,5511340.8,5600526.8,5534204.3,0.0
109,2021,교육대학,서울,서울교육대학교,off,국립,0.0,3088000.0,3088000.0,3088000.0,0.0,0.0,0.0,0.0
110,2021,대학교,서울,서울기독대학교,off,사립,102000.0,7244470.6,7244470.6,6532841.5,0.0,8325092.6,0.0,0.0
111,2021,대학교,서울,서울대학교,off,국립,0.0,6011819.2,6011819.2,5015574.0,6110767.3,7392814.0,5996000.0,9896342.9
112,2021,사이버대학(대학),서울,서울디지털대학교,on,사립,166000.0,2146722.6,2146722.6,2147939.8,2268000.0,2138257.3,2146514.5,0.0
113,2021,사이버대학(대학),서울,서울사이버대학교,on,사립,166000.0,2712023.7,2712023.7,2712023.7,0.0,0.0,0.0,0.0
114,2021,대학교,서울,서울시립대학교,off,국립,0.0,2393269.0,2393269.0,2044000.0,2411130.2,2919128.8,2701000.0,0.0
115,2021,대학교,경기,서울신학대학교,off,사립,287000.0,6864812.0,6864812.0,6504821.5,0.0,8259150.7,8400000.0,0.0
116,2021,대학교,서울,서울여자대학교,off,사립,317000.0,7524060.5,7524060.5,6792500.0,8147763.0,9237600.0,0.0,0.0
117,2021,대학교,경기,서울장신대학교,off,사립,306000.0,7540000.0,7540000.0,6903302.3,0.0,9568000.0,0.0,0.0
118,2021,대학교,서울,서울한영대학교,off,사립,100000.0,6929700.0,6929700.0,6743600.0,0.0,8418500.0,0.0,0.0
119,2021,대학교,충북,서원대학교,off,사립,144000.0,6912238.0,6912238.0,6216433.4,7224035.7,7379546.6,7727079.8,0.0
120,2021,대학교,충남,선문대학교,off,사립,152000.0,7575985.0,7575985.0,6692602.0,8047663.7,7833304.3,8207964.5,0.0
121,2021,대학교,경기,성결대학교,off,사립,306000.0,7208829.0,7208829.0,6420000.0,0.0,8777834.2,8104000.0,0.0
122,2021,대학교,서울,성공회대학교,off,사립,300000.0,7047624.7,7047624.7,6902268.0,0.0,0.0,7427225.0,0.0
123,2021,대학교,서울,성균관대학교,off,사립,336000.0,8390589.2,8390589.2,7591657.0,8770148.6,8845411.5,9114000.0,11338000.0
124,2021,대학교,서울,성신여자대학교,off,사립,332000.0,7817160.0,7817160.0,6742046.6,8109305.4,9339541.0,7980450.0,0.0
125,2021,대학교,서울,세종대학교,off,사립,354000.0,7885632.6,7885632.6,6220000.0,7404000.0,8428838.4,8548000.0,0.0
126,2021,사이버대학(대학),서울,세종사이버대학교,on,사립,166000.0,2772537.3,2772537.3,2770327.2,2741417.3,2776327.5,2791055.9,0.0
127,2021,대학교,전남,세한대학교,off,사립,111000.0,6679680.9,6679680.9,6098898.0,6591074.2,6829653.2,7912905.6,0.0
128,2021,대학교,광주,송원대학교,off,사립,100000.0,6478663.4,6478663.4,5834146.3,6747018.6,6758139.5,6900000.0,0.0
129,2021,대학교,경기,수원가톨릭대학교,off,사립,0.0,5097000.0,5097000.0,5097000.0,0.0,0.0,0.0,0.0
130,2021,대학교,경기,수원대학교,off,사립,0.0,7529107.0,7529107.0,6188000.0,7306000.0,8280177.9,8044000.0,0.0
131,2021,대학교,서울,숙명여자대학교,off,사립,325000.0,8073846.6,8073846.6,7000818.1,8829719.7,9601865.0,9194000.0,0.0
134,2021,대학교,충남,순천향대학교,off,사립,296000.0,7830204.7,7830204.7,7042519.4,7942758.2,7733068.5,8294000.0,10040000.0
135,2021,대학교,서울,숭실대학교,off,사립,324000.0,7929310.8,7929310.8,6975348.9,7899683.3,8838023.0,8768028.1,0.0
136,2021,사이버대학(대학),서울,숭실사이버대학교,on,사립,166000.0,2772244.9,2772244.9,2774505.5,0.0,0.0,2768046.6,0.0
137,2021,대학교,경기,신경대학교,off,사립,306000.0,6986129.1,6986129.1,6526100.0,7424894.3,6982754.7,0.0,0.0
138,2021,대학교,부산,신라대학교,off,사립,120000.0,6723635.4,6723635.4,5718452.0,7152878.0,7504613.2,7829073.1,0.0
139,2021,대학교,경기,신한대학교,off,사립,348480.0,9105147.6,9105147.6,7500000.0,9100000.0,0.0,9700000.0,0.0
140,2021,대학교,경기,신한대학교 _제2캠퍼스,off,사립,348480.0,8581295.9,8581295.9,7500000.0,9100000.0,9600000.0,9700000.0,0.0
141,2021,대학교,경기,아세아연합신학대학교,off,사립,60000.0,6556000.0,6556000.0,6556000.0,0.0,0.0,0.0,0.0
142,2021,대학교,경기,아주대학교,off,사립,324000.0,8261778.9,8261778.9,6957042.6,8371568.3,6748000.0,8852000.0,11240000.0
143,2021,대학교,경북,안동대학교,off,국립,0.0,3749658.6,3749658.6,3193200.0,3814566.8,4154042.9,4167943.2,0.0
144,2021,대학교,경기,안양대학교,off,사립,315000.0,7565217.0,7565217.0,6642107.5,8022000.0,8412000.0,8376000.0,0.0
145,2021,대학교,인천,안양대학교 _제2캠퍼스,off,사립,315000.0,7683196.9,7683196.9,6634000.0,0.0,0.0,8376000.0,0.0
146,2021,대학교,서울,연세대학교,off,사립,353000.0,9155128.9,9155128.9,8463780.4,9105567.3,9499789.5,9763860.7,12104000.0
147,2021,대학교,강원,연세대학교(미래) _분교,off,사립,353000.0,8423352.9,8423352.9,7501065.3,8357514.0,0.0,9292183.7,12104000.0
148,2021,대학교,경북,영남대학교,off,사립,142400.0,7418072.6,7418072.6,5826000.0,8241519.0,8812979.6,8150000.0,10662000.0
149,2021,대학교,경북,영남신학대학교,off,사립,110000.0,6070000.0,6070000.0,6070000.0,0.0,0.0,0.0,0.0
150,2021,대학교,경남,영산대학교,off,사립,109800.0,6740123.4,6740123.4,5755721.6,7194000.0,6598000.0,7358000.0,0.0
151,2021,대학교,부산,영산대학교 _제2캠퍼스,off,사립,109800.0,6386224.2,6386224.2,5432000.0,6938925.7,7037991.6,0.0,0.0
152,2021,대학교,전남,영산선학대학교,off,사립,0.0,2000000.0,2000000.0,2000000.0,0.0,0.0,0.0,0.0
153,2021,대학교,전북,예수대학교,off,사립,89800.0,6732181.8,6732181.8,5114000.0,6954000.0,0.0,0.0,0.0
154,2021,대학교,전북,예원예술대학교,off,사립,115000.0,8083813.1,8083813.1,0.0,0.0,8083813.1,0.0,0.0
155,2021,대학교,경기,예원예술대학교 _제2캠퍼스,off,사립,115000.0,8371139.9,8371139.9,0.0,0.0,8371139.9,0.0,0.0
156,2021,대학교,경기,용인대학교,off,사립,279000.0,7669949.2,7669949.2,6900407.3,7672000.0,7988581.3,0.0,0.0
157,2021,대학교,전북,우석대학교,off,사립,115800.0,6920094.5,6920094.5,5940519.2,7191723.7,7095161.3,7898000.0,9256000.0
158,2021,대학교,대전,우송대학교,off,사립,130000.0,7170246.6,7170246.6,7043592.3,7255945.3,7414992.0,7217676.2,0.0
159,2021,대학교,울산,울산과학기술원,off,국립,0.0,6193205.4,6193205.4,5300000.0,6288000.0,0.0,6288000.0,0.0
160,2021,대학교,울산,울산대학교,off,사립,135000.0,7300443.3,7300443.3,5750000.0,7483991.4,8404633.3,8125751.1,10918000.0
161,2021,대학교,전북,원광대학교,off,사립,115000.0,7460281.4,7460281.4,6061457.8,7714421.5,7591171.2,8038084.0,9739030.0
162,2021,사이버대학(대학),전북,원광디지털대학교,on,사립,166000.0,2778700.2,2778700.2,2775510.2,2783882.8,2780845.1,0.0,0.0
163,2021,대학교,경북,위덕대학교,off,사립,137000.0,7326644.1,7326644.1,6419787.7,7988000.0,8428000.0,7988000.0,0.0
164,2021,대학교,충북,유원대학교,off,사립,149600.0,7289105.7,7289105.7,6300000.0,7880000.0,7880000.0,7880000.0,0.0
165,2021,대학교,대전,을지대학교,off,사립,281000.0,10387666.7,10387666.7,0.0,10522000.0,0.0,0.0,10320500.0
166,2021,대학교,경기,을지대학교 _제2캠퍼스,off,사립,281000.0,8395744.8,8395744.8,7730966.0,8478478.3,8724554.2,8734971.4,0.0
167,2021,대학교,경기,을지대학교 _제3캠퍼스,off,사립,281000.0,8284308.6,8284308.6,7616000.0,8343000.0,8254000.0,0.0,0.0
168,2021,대학교,서울,이화여자대학교,off,사립,340200.0,8687298.1,8687298.1,7604362.0,9227294.7,9923962.4,9443143.7,12896000.0
169,2021,대학교,경남,인제대학교,off,사립,114000.0,7227739.4,7227739.4,5640950.1,7512718.8,7536700.0,7766779.0,9947000.0
170,2021,대학교,인천,인천가톨릭대학교,off,사립,0.0,5340000.0,5340000.0,5340000.0,0.0,0.0,0.0,0.0
171,2021,대학교,인천,인천가톨릭대학교 _제2캠퍼스,off,사립,178000.0,8250151.8,8250151.8,0.0,8440000.0,8180000.0,0.0,0.0
172,2021,대학교,인천,인천대학교,off,국립,0.0,4634033.1,4634033.1,4092000.0,4541332.7,4863836.2,5148000.0,0.0
173,2021,대학교,인천,인하대학교,off,사립,356000.0,7701519.0,7701519.0,6669161.0,7967217.2,8256952.4,8396476.3,10550000.0
174,2021,대학교,서울,장로회신학대학교,off,사립,307000.0,6615166.7,6615166.7,5750500.0,0.0,8344500.0,0.0,0.0
175,2021,대학교,광주,전남대학교,off,국립,0.0,4167251.5,4167251.5,3419775.4,4308765.0,4525349.1,4440000.0,6038571.4
176,2021,대학교,전남,전남대학교 _제2캠퍼스,off,국립,0.0,4078537.7,4078537.7,3438000.0,4100000.0,0.0,4380461.7,0.0
177,2021,대학교,전북,전북대학교,off,국립,0.0,4387185.1,4387185.1,3322000.0,4427821.5,4674892.3,4596000.0,8637500.0
178,2021,교육대학,전북,전주교육대학교,off,국립,0.0,3272000.0,3272000.0,3272000.0,3272000.0,3272000.0,0.0,0.0
179,2021,대학교,전북,전주대학교,off,사립,114000.0,6978326.1,6978326.1,6211055.6,7256007.9,7528773.8,7890000.0,0.0
182,2021,대학교,제주,제주대학교,off,국립,0.0,3878732.2,3878732.2,3229987.8,4205337.5,4244050.8,4347601.0,6708000.0
183,2021,대학교,광주,조선대학교,off,사립,126800.0,7032223.2,7032223.2,5784752.9,7576487.2,7272698.2,7678000.0,10680000.0
184,2021,대학교,충남,중부대학교,off,사립,120000.0,7206832.1,7206832.1,6682417.7,7352155.6,7768759.4,7637630.5,0.0
185,2021,대학교,서울,중앙대학교,off,사립,353000.0,7901296.7,7901296.7,6812000.0,8481775.0,8888906.3,9036000.0,10992000.0
186,2021,대학교,경기,중앙대학교 _제2캠퍼스,off,사립,353000.0,8682883.6,8682883.6,0.0,7938000.0,8965381.1,9036000.0,0.0
187,2021,대학교,경기,중앙승가대학교,off,사립,42000.0,1760000.0,1760000.0,1760000.0,0.0,0.0,0.0,0.0
188,2021,대학교,충북,중원대학교,off,사립,153000.0,7400080.5,7400080.5,6294620.2,7751187.5,7398000.0,7800746.7,0.0
189,2021,교육대학,경남,진주교육대학교,off,국립,0.0,3445600.0,3445600.0,3445768.9,3446576.7,3443970.6,0.0,0.0
190,2021,대학교,경기,차의과학대학교,off,사립,279000.0,7141062.5,7141062.5,6934000.0,7312456.9,0.0,0.0,0.0
191,2021,대학교,경남,창신대학교,off,사립,120000.0,6386144.8,6386144.8,5563571.4,6656706.8,6903356.9,7496963.4,0.0
192,2021,대학교,경남,창원대학교,off,국립,0.0,3893707.7,3893707.7,3389098.2,4040871.0,4314600.0,4382967.9,0.0
193,2021,산업대학,충남,청운대학교,off,사립,154000.0,7281330.2,7281330.2,6871373.3,7588000.0,7833058.0,7588000.0,0.0
194,2021,교육대학,충북,청주교육대학교,off,국립,0.0,3230000.0,3230000.0,3230000.0,0.0,0.0,0.0,0.0
195,2021,대학교,충북,청주대학교,off,사립,288000.0,7619982.0,7619982.0,6832229.8,7880330.6,8181809.9,8272368.8,0.0
196,2021,대학교,전남,초당대학교,off,사립,80000.0,6589522.6,6589522.6,5645933.9,6664000.0,6664000.0,7621811.3,0.0
197,2021,대학교,서울,총신대학교,off,사립,317159.6,6913531.2,6913531.2,6548067.1,0.0,8720104.8,0.0,0.0
198,2021,대학교,서울,추계예술대학교,off,사립,288000.0,8781092.7,8781092.7,6933538.5,0.0,9344482.7,0.0,0.0
199,2021,교육대학,강원,춘천교육대학교,off,국립,0.0,3185690.2,3185690.2,3185719.6,3185616.4,3185740.7,0.0,0.0
200,2021,대학교,대전,충남대학교,off,국립,0.0,4363274.7,4363274.7,3371922.6,4280141.1,4589432.7,4844000.0,8308317.1
201,2021,대학교,충북,충북대학교,off,국립,0.0,4272978.9,4272978.9,3509079.9,4348550.6,4448214.3,4609607.2,7477557.9
202,2021,대학교,경기,칼빈대학교,off,사립,160000.0,7306611.1,7306611.1,7114415.6,0.0,8445000.0,0.0,0.0
203,2021,대학교,서울,케이씨대학교,off,사립,137000.0,7061429.6,7061429.6,6205881.4,8800000.0,8052500.0,0.0,0.0
204,2021,대학교,경기,평택대학교,off,사립,302400.0,7522619.6,7522619.6,6700000.0,7840000.0,8712000.0,8200000.0,0.0
205,2021,대학교,경북,포항공과대학교,off,사립,134000.0,5580000.0,5580000.0,0.0,5580000.0,0.0,5580000.0,0.0
206,2021,대학교,경기,한경대학교,off,국립,0.0,4084510.0,4084510.0,3604640.0,3967440.0,4273862.5,4267833.2,0.0
207,2021,대학교,대전,한국과학기술원,off,국립,0.0,6866000.0,6866000.0,6866000.0,6866000.0,0.0,6866000.0,0.0
208,2021,대학교,충북,한국교원대학교,off,국립,0.0,3181644.7,3181644.7,2874000.0,3473683.7,3800042.7,3600000.0,0.0
209,2021,대학교,충북,한국교통대학교,off,국립,0.0,4106442.4,4106442.4,3720905.4,4134087.2,4433181.8,4238157.4,0.0
210,2021,대학교,경남,한국국제대학교,off,사립,106000.0,6415734.8,6415734.8,5558378.4,6831889.5,6776732.4,7073624.2,0.0
211,2021,대학교,충남,한국기술교육대학교,off,사립,0.0,4529842.1,4529842.1,3303000.0,0.0,0.0,4727500.0,0.0
212,2021,방송통신대학,서울,한국방송통신대학교,on,국립,0.0,758602.8,758602.8,731600.7,731600.0,757600.0,2214000.0,0.0
213,2021,대학교,경기,한국산업기술대학교,off,사립,150000.0,8997115.9,8997115.9,7900000.0,0.0,0.0,9120000.0,0.0
214,2021,대학교,서울,한국성서대학교,off,사립,90000.0,7088609.9,7088609.9,6720000.0,7940000.0,0.0,7500000.0,0.0
215,2021,사이버대학(대학),서울,한국열린사이버대학교,on,사립,140000.0,2139000.0,2139000.0,2148238.4,1984000.0,0.0,0.0,0.0
218,2021,대학교,충남,한국전통문화대학교,off,국립,0.0,3268785.7,3268785.7,2794833.3,3631000.0,3419000.0,3499500.0,0.0
219,2021,대학교,서울,한국체육대학교,off,국립,0.0,3859451.6,3859451.6,0.0,0.0,3859451.6,0.0,0.0
220,2021,대학교,대전,한국침례신학대학교,off,사립,153000.0,5992930.5,5992930.5,5645728.2,0.0,7585976.5,0.0,0.0
221,2021,대학교,경기,한국항공대학교,off,사립,330000.0,8466449.5,8466449.5,6814357.5,8332622.5,0.0,8837309.5,0.0
222,2021,대학교,부산,한국해양대학교,off,국립,0.0,3727210.5,3727210.5,3284000.0,3994000.0,3994000.0,3818907.2,0.0
223,2021,대학교,대전,한남대학교,off,사립,143760.0,7184738.9,7184738.9,6481536.8,7394403.6,8142365.8,8203992.5,0.0
224,2021,대학교,경북,한동대학교,off,사립,324000.0,7121932.1,7121932.1,6617588.9,7748000.0,0.0,7748000.0,0.0
225,2021,대학교,강원,한라대학교,off,사립,140000.0,7024428.0,7024428.0,5860000.0,0.0,6750034.4,7698000.0,0.0
226,2021,대학교,전남,한려대학교,off,사립,97900.0,6612159.9,6612159.9,5293000.0,7048932.5,6300000.0,6300000.0,0.0
227,2021,대학교,강원,한림대학교,off,사립,330840.0,7467559.2,7467559.2,6631085.6,8017187.1,8062000.0,8367682.0,10294000.0
228,2021,대학교,대전,한밭대학교,off,국립,0.0,4449332.6,4449332.6,3820323.2,0.0,4569490.2,4640898.9,0.0
229,2021,대학교,충남,한서대학교,off,사립,98000.0,7947078.2,7947078.2,7411386.2,7903962.9,7999356.9,8429393.0,0.0
230,2021,대학교,서울,한성대학교,off,사립,294000.0,7731387.9,7731387.9,6939011.9,0.0,8683858.4,8530000.0,0.0
231,2021,대학교,경기,한세대학교,off,사립,337000.0,8107268.6,8107268.6,7123000.8,8228000.0,9485850.3,8830000.0,0.0
232,2021,대학교,경기,한신대학교,off,사립,330000.0,7190015.4,7190015.4,6836178.2,7802000.0,7802000.0,8183186.2,0.0
233,2021,대학교,서울,한양대학교,off,사립,349000.0,8489626.0,8489626.0,7073694.1,8501933.2,9293112.5,9260000.0,10822000.0
234,2021,대학교,경기,한양대학교(ERICA) _분교,off,사립,349000.0,8463700.5,8463700.5,7026000.0,8811360.0,9075810.2,9131770.5,0.0
235,2021,사이버대학(대학),서울,한양사이버대학교,on,사립,166000.0,2772190.7,2772190.7,2779286.2,0.0,2716097.6,2746229.5,0.0
236,2021,대학교,전북,한일장신대학교,off,사립,104000.0,6329132.4,6329132.4,5737594.9,7000000.0,7055154.6,0.0,0.0
237,2021,대학교,경기,협성대학교,off,사립,160000.0,7360468.1,7360468.1,6586000.0,8447376.6,8568000.0,8568000.0,0.0
238,2021,대학교,광주,호남대학교,off,사립,104000.0,6541471.5,6541471.5,5934888.8,6744000.0,6813075.2,6876000.0,0.0
239,2021,대학교,광주,호남신학대학교,off,사립,99200.0,6686101.4,6686101.4,5770956.1,0.0,7936800.0,0.0,0.0
240,2021,대학교,충남,호서대학교,off,사립,150000.0,7724277.6,7724277.6,6825340.8,7733012.9,8219724.7,8264385.0,0.0
241,2021,산업대학,전북,호원대학교,off,사립,94000.0,6929052.0,6929052.0,5814127.5,7148930.2,7484849.1,6999745.6,0.0
242,2021,대학교,서울,홍익대학교,off,사립,358400.0,8315003.9,8315003.9,6848000.0,6848000.0,9070658.5,8810861.6,0.0
243,2021,대학교,세종,홍익대학교 _제2캠퍼스,off,사립,358400.0,8443408.1,8443408.1,6848000.0,0.0,8984000.0,8799536.4,0.0
244,2021,사이버대학(대학),부산,화신사이버대학교,on,사립,166000.0,2423209.9,2423209.9,2423209.9,0.0,0.0,0.0,0.0
